Employee_ID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,OverTime,StressLevel,ManagerRating,PromotionInLast2Years,HealthScore,RemoteWork,Attrition
EMP00295,48,Marketing,Brand Manager,9879,15,4,3,2,No,3,3,No,2,Yes,No
EMP00296,24,Sales,Account Manager,5050,3,2,2,3,No,1,3,No,2,Yes,No
EMP00297,48,Marketing,Marketing Specialist,8954,3,2,1,2,No,3,1,Yes,5,Yes,No
EMP00298,52,Marketing,Brand Manager,9174,14,4,3,1,No,4,2,No,5,No,Yes
EMP00299,40,Marketing,Brand Manager,6679,12,1,4,3,No,4,4,No,3,Yes,Yes
EMP00300,57,Engineering,QA Engineer,11647,7,3,1,1,No,1,1,Yes,5,Yes,No
EMP00301,47,R&D,Lab Technician,8685,11,1,2,2,Yes,3,4,Yes,5,No,No
EMP00302,43,Sales,Account Manager,8966,12,1,2,4,Yes,1,2,No,2,Yes,No
EMP00303,33,Marketing,Marketing Specialist,5900,2,4,1,2,No,3,2,Yes,3,No,Yes
EMP00304,29,Sales,Sales Representative,4523,5,3,4,4,Yes,2,2,No,3,Yes,Yes
EMP00305,30,R&D,Lab Technician,6538,5,3,1,3,No,2,3,No,3,No,No
EMP00306,26,Sales,Sales Executive,4547,1,3,1,3,Yes,4,3,No,4,Yes,Yes
EMP00307,32,HR,HR Manager,5615,11,3,1,3,Yes,1,4,No,3,No,Yes
EMP00308,39,Sales,Account Manager,8111,15,4,4,3,No,3,4,No,1,No,No
EMP00309,51,Marketing,Brand Manager,9796,15,1,2,4,No,4,3,No,5,No,No
EMP00310,28,HR,HR Manager,4943,5,3,1,3,Yes,4,2,No,5,No,No
EMP00311,57,HR,HR Manager,10458,6,4,3,4,No,4,1,Yes,4,No,Yes
EMP00312,55,Marketing,Marketing Specialist,10133,8,2,3,3,Yes,3,1,No,4,No,No
EMP00313,32,Engineering,Tech Lead,5549,7,1,4,2,No,2,3,No,1,Yes,No
EMP00314,30,Engineering,DevOps Specialist,5370,4,4,4,4,No,3,3,No,3,No,No
EMP00315,42,R&D,Lab Technician,7371,14,4,4,1,No,1,3,No,3,No,No
EMP00316,28,Sales,Sales Representative,4470,7,4,3,2,No,4,3,No,2,No,No
EMP00317,36,Marketing,Brand Manager,7115,15,2,1,3,No,1,2,No,4,No,No
EMP00318,36,Sales,Account Manager,7656,1,2,2,4,No,4,4,No,1,No,No
EMP00319,29,R&D,Lab Technician,6228,1,4,2,4,Yes,3,1,No,2,No,Yes
EMP00320,26,Engineering,QA Engineer,3982,5,2,1,3,No,2,3,Yes,1,No,Yes
EMP00321,39,Marketing,Brand Manager,6515,14,3,1,1,No,2,3,No,5,Yes,No
EMP00322,37,Sales,Account Manager,7672,10,1,1,4,No,1,2,No,4,No,Yes
EMP00323,25,Sales,Account Manager,5597,4,2,1,1,No,3,1,No,4,Yes,Yes
EMP00324,32,Marketing,Marketing Specialist,5519,11,4,1,1,No,2,1,Yes,5,No,No
EMP00325,49,Marketing,Brand Manager,9571,13,3,1,3,No,2,4,No,5,No,No
EMP00326,49,Marketing,Marketing Specialist,9745,9,4,1,3,Yes,3,1,No,4,No,No
EMP00327,35,Sales,Sales Representative,6097,1,2,3,4,No,3,1,No,3,No,No
EMP00328,40,Marketing,Marketing Specialist,8262,13,3,4,3,Yes,1,1,No,4,No,No
EMP00329,50,HR,HR Specialist,9491,1,2,3,1,No,4,1,No,5,Yes,No
EMP00330,32,Engineering,QA Engineer,6454,11,2,2,1,No,2,3,No,1,No,No
EMP00331,44,Engineering,DevOps Specialist,7404,10,1,1,3,No,2,3,No,1,Yes,No
EMP00332,45,Marketing,Brand Manager,7749,12,4,3,3,No,2,4,No,5,Yes,No
EMP00333,22,Sales,Sales Executive,4709,1,1,2,1,No,2,2,No,2,Yes,No
EMP00334,37,R&D,R&D Director,7339,7,1,3,1,Yes,4,1,No,5,Yes,No
EMP00335,34,Sales,Sales Representative,5534,11,1,3,3,No,4,1,No,4,Yes,No
EMP00336,26,R&D,R&D Director,5607,5,2,2,4,No,1,3,No,4,Yes,No
EMP00337,53,Engineering,QA Engineer,10831,12,2,1,1,No,2,4,No,2,Yes,No
EMP00338,34,Engineering,Software Engineer,5539,7,1,1,2,No,4,3,No,5,Yes,Yes
EMP00339,25,Sales,Account Manager,3647,4,2,1,4,No,3,3,No,2,No,Yes
EMP00340,41,R&D,Lab Technician,8249,11,2,3,3,Yes,2,3,No,2,No,No
EMP00341,34,R&D,Lab Technician,6522,12,2,4,1,No,3,3,No,3,No,No
EMP00342,53,R&D,R&D Director,9953,7,4,1,3,Yes,3,2,Yes,5,No,Yes
EMP00343,40,R&D,R&D Director,8255,2,2,4,2,No,1,3,No,2,Yes,No
EMP00344,24,R&D,Lab Technician,3843,3,2,4,2,No,4,2,No,1,No,No
EMP00345,52,Marketing,Marketing Specialist,9176,2,1,1,3,No,2,1,No,5,Yes,No
EMP00346,46,Engineering,QA Engineer,8567,14,1,2,3,Yes,2,1,No,5,No,Yes
EMP00347,27,Marketing,Brand Manager,4685,1,1,1,1,No,2,1,Yes,1,No,Yes
EMP00348,39,R&D,Research Scientist,8183,6,4,2,3,Yes,1,2,No,4,Yes,No
EMP00349,34,Marketing,Brand Manager,6163,13,3,3,4,No,2,1,No,5,No,No
EMP00350,41,Engineering,DevOps Specialist,8604,10,2,3,2,No,1,4,Yes,4,No,No
EMP00351,31,HR,HR Specialist,6627,5,3,1,2,No,2,1,No,3,No,No
EMP00352,37,Engineering,QA Engineer,6161,7,3,3,4,No,1,2,No,4,No,No
EMP00353,54,Engineering,QA Engineer,9588,5,4,1,1,No,2,3,No,5,No,No
EMP00354,30,Sales,Sales Representative,5291,9,2,2,2,Yes,1,2,No,3,No,Yes
EMP00355,36,Engineering,DevOps Specialist,6776,12,1,4,4,No,2,3,No,4,Yes,Yes
EMP00356,42,Engineering,DevOps Specialist,8830,5,4,1,3,No,2,3,Yes,4,No,No
EMP00357,54,HR,HR Specialist,11074,6,4,4,1,No,1,1,No,1,No,No
EMP00358,27,R&D,Lab Technician,5318,1,4,3,4,No,2,3,No,2,No,No
EMP00359,41,HR,HR Manager,8404,3,4,1,2,No,3,3,No,3,Yes,No
EMP00360,23,HR,HR Manager,5179,2,4,1,2,No,3,1,No,4,Yes,No
EMP00361,23,Engineering,DevOps Specialist,3211,2,4,1,3,No,4,2,Yes,5,No,No
EMP00362,28,HR,HR Specialist,5406,7,3,2,2,No,3,1,No,3,Yes,No
EMP00363,29,Sales,Sales Representative,4760,8,4,3,1,No,3,3,No,3,Yes,No
EMP00364,25,HR,HR Manager,4147,4,1,4,4,Yes,2,3,No,4,Yes,Yes
EMP00365,57,Sales,Sales Executive,11640,8,2,3,4,No,1,1,No,4,No,No
EMP00366,29,Marketing,Marketing Specialist,4790,8,1,1,1,No,4,3,No,3,No,No
EMP00367,25,Sales,Sales Executive,4174,4,3,3,4,No,3,1,No,3,Yes,No
EMP00368,23,HR,HR Manager,3789,2,4,1,2,No,2,4,No,3,Yes,No
EMP00369,55,Marketing,Marketing Specialist,10228,8,1,1,1,No,1,4,No,2,No,No
EMP00370,26,R&D,Lab Technician,4878,5,1,4,2,No,1,1,No,4,Yes,No
EMP00371,40,Marketing,Marketing Specialist,8199,9,3,4,2,No,2,3,No,3,No,No
EMP00372,45,R&D,R&D Director,7637,6,3,2,2,Yes,3,1,Yes,4,No,No
EMP00373,33,Engineering,QA Engineer,5259,8,4,1,4,No,4,3,No,4,No,No
EMP00374,43,Engineering,Software Engineer,7229,1,4,2,3,No,3,3,No,2,No,No
EMP00375,36,Sales,Sales Representative,6820,5,4,2,4,Yes,4,2,No,1,No,Yes
EMP00376,59,R&D,R&D Director,12022,12,1,3,3,No,2,2,Yes,5,Yes,No
EMP00377,37,R&D,Lab Technician,6804,12,1,1,1,Yes,4,2,No,1,No,Yes
EMP00378,29,Engineering,Tech Lead,6313,8,1,2,4,No,1,1,Yes,3,Yes,Yes
EMP00379,53,Marketing,Marketing Specialist,10831,13,3,1,4,No,3,2,No,2,No,Yes
EMP00380,39,Marketing,Brand Manager,7510,12,4,1,3,No,3,3,No,4,Yes,No
EMP00381,43,R&D,Lab Technician,9037,14,2,4,1,Yes,4,4,No,3,No,Yes
EMP00382,44,Marketing,Marketing Specialist,8002,10,3,2,3,Yes,2,2,No,4,No,No
EMP00383,53,Engineering,QA Engineer,10952,13,2,2,2,Yes,2,1,No,1,No,No
EMP00384,57,Marketing,Brand Manager,11038,15,3,2,4,No,4,2,No,2,Yes,No
EMP00385,48,Sales,Sales Representative,8215,10,2,2,2,Yes,1,4,No,1,Yes,Yes
EMP00386,35,Engineering,DevOps Specialist,6668,12,3,3,4,Yes,2,2,No,5,No,No
EMP00387,44,R&D,Research Scientist,8217,8,4,2,1,Yes,4,3,Yes,3,No,No
EMP00388,54,Engineering,DevOps Specialist,11183,11,2,3,3,Yes,3,2,No,1,No,Yes
EMP00389,45,Marketing,Brand Manager,8516,4,3,3,4,No,2,4,No,1,Yes,No
EMP00390,37,Marketing,Marketing Specialist,7020,2,2,1,4,No,2,1,No,5,Yes,No
EMP00391,43,Sales,Sales Executive,7973,5,3,2,1,Yes,1,4,No,3,Yes,No
EMP00392,28,Engineering,QA Engineer,4985,5,1,1,3,No,1,4,No,5,Yes,No
EMP00393,46,R&D,R&D Director,8038,6,3,2,1,No,2,2,Yes,4,Yes,No
EMP00394,45,HR,HR Specialist,9585,12,2,3,4,No,3,3,No,1,No,No
EMP00395,35,Sales,Sales Executive,7296,11,4,3,2,No,2,3,No,2,No,No
EMP00396,35,Sales,Sales Representative,7579,8,3,2,1,No,4,1,No,5,No,No
EMP00397,35,Marketing,Brand Manager,7405,4,2,2,4,Yes,2,4,No,4,Yes,No
EMP00398,42,Engineering,DevOps Specialist,7767,15,2,3,4,No,2,4,No,5,Yes,No
EMP00399,41,Engineering,Software Engineer,7189,2,4,3,2,No,2,2,No,3,No,No
EMP00400,33,R&D,R&D Director,5441,12,3,2,1,No,2,1,No,2,No,No
EMP00401,40,R&D,Lab Technician,7441,7,2,3,1,No,4,3,No,5,Yes,Yes
EMP00402,47,Sales,Account Manager,8881,13,4,2,2,Yes,4,1,No,5,Yes,Yes
EMP00403,57,Engineering,DevOps Specialist,11444,6,1,3,1,No,2,2,No,4,No,No
EMP00404,48,Sales,Sales Executive,9944,12,2,3,2,Yes,3,4,No,5,No,Yes
EMP00405,26,HR,HR Specialist,4020,3,2,3,1,No,4,2,No,4,No,Yes
EMP00406,34,HR,HR Specialist,5502,7,2,4,1,No,1,1,No,2,Yes,No
EMP00407,45,Sales,Account Manager,8200,1,3,3,2,No,4,1,No,5,No,No
EMP00408,42,Engineering,DevOps Specialist,7778,15,2,3,4,No,4,4,No,3,No,No
EMP00409,34,HR,HR Specialist,5680,4,4,1,1,No,4,2,No,4,Yes,No
EMP00410,54,R&D,Lab Technician,9601,11,4,4,3,Yes,3,2,No,2,No,No
EMP00411,26,R&D,R&D Director,4578,5,2,1,4,No,2,4,No,1,Yes,Yes
EMP00412,28,Sales,Sales Executive,5095,7,1,3,4,No,3,4,No,1,No,No
EMP00413,57,Sales,Account Manager,10309,3,2,3,3,No,3,2,No,1,No,No
EMP00414,57,Sales,Sales Executive,10633,1,4,3,3,No,1,2,No,4,Yes,No
EMP00415,46,Engineering,Tech Lead,9091,9,2,3,2,No,1,3,No,2,Yes,No
EMP00416,25,R&D,R&D Director,4264,4,2,1,1,Yes,3,3,No,5,No,No
EMP00417,56,Sales,Sales Representative,10919,4,1,4,2,No,4,3,No,4,No,No
EMP00418,48,Engineering,Tech Lead,9618,13,1,3,4,No,3,3,No,4,Yes,No
EMP00419,26,HR,HR Manager,4106,5,2,1,3,Yes,4,4,No,1,Yes,No
EMP00420,38,HR,HR Specialist,7366,7,2,3,4,No,4,1,No,2,Yes,No
EMP00421,36,Marketing,Marketing Specialist,7607,3,3,1,2,No,1,4,No,1,No,No
EMP00422,52,Sales,Sales Executive,9774,4,4,1,3,No,1,1,No,2,No,No
EMP00423,49,Engineering,Software Engineer,8617,5,4,3,2,No,2,3,Yes,5,Yes,No
EMP00424,37,HR,HR Manager,6080,14,4,4,3,No,2,2,No,3,No,Yes
EMP00425,41,Marketing,Brand Manager,8656,7,3,2,1,No,3,2,No,3,Yes,No
EMP00426,46,HR,HR Specialist,8787,8,1,2,2,Yes,3,3,No,5,Yes,No
EMP00427,48,Sales,Account Manager,9916,15,2,1,1,No,1,2,No,5,No,No
EMP00428,54,HR,HR Specialist,11374,13,3,2,3,No,2,4,No,2,No,No
EMP00429,27,Engineering,Software Engineer,5483,6,2,3,1,Yes,1,1,No,4,Yes,Yes
EMP00430,40,Marketing,Brand Manager,8506,8,1,4,4,No,2,1,No,1,No,No
EMP00431,48,HR,HR Specialist,9791,10,2,4,1,Yes,3,2,No,1,No,Yes
EMP00432,58,Engineering,Tech Lead,11777,12,2,4,1,No,4,1,No,1,No,No
EMP00433,31,R&D,Research Scientist,5653,1,3,4,3,No,3,1,No,2,No,No
EMP00434,35,Sales,Sales Executive,6539,14,2,1,4,Yes,3,3,Yes,5,No,Yes
EMP00435,37,HR,HR Specialist,7391,9,3,4,4,Yes,2,3,No,2,No,No
EMP00436,30,Marketing,Brand Manager,6117,9,2,4,3,No,1,4,No,2,No,No
EMP00437,23,Engineering,DevOps Specialist,4602,2,4,1,1,Yes,1,1,Yes,5,No,Yes
EMP00438,40,Marketing,Marketing Specialist,8544,4,2,3,2,No,2,1,No,1,Yes,No
EMP00439,27,Sales,Sales Representative,4012,6,1,2,4,Yes,3,3,No,3,No,No
EMP00440,28,Sales,Sales Representative,5116,7,3,2,3,No,2,2,No,1,Yes,No
EMP00441,33,HR,HR Specialist,5661,12,3,4,4,No,4,3,No,4,No,Yes
EMP00442,36,Engineering,Software Engineer,6476,12,3,1,4,Yes,1,1,No,5,No,Yes
EMP00443,35,Marketing,Brand Manager,5662,13,3,4,1,No,3,1,No,4,No,Yes
EMP00444,33,Engineering,DevOps Specialist,5735,12,1,4,2,No,4,3,No,4,No,No
EMP00445,38,Marketing,Brand Manager,7131,7,2,1,1,No,2,4,No,4,No,No
EMP00446,31,Sales,Account Manager,6163,9,1,1,1,No,4,4,No,1,Yes,No
EMP00447,25,Sales,Sales Representative,5552,4,4,1,3,No,2,4,No,1,No,No
EMP00448,33,Marketing,Marketing Specialist,5296,8,4,3,3,No,2,4,No,2,No,No
EMP00449,52,Marketing,Brand Manager,9250,14,4,1,1,Yes,1,2,No,1,No,No
EMP00450,51,R&D,Lab Technician,9898,14,2,2,1,Yes,4,3,No,1,No,No
EMP00451,29,HR,HR Specialist,5117,8,3,2,3,No,4,2,No,4,No,No
EMP00452,58,Sales,Account Manager,11680,2,4,1,1,No,2,3,No,4,No,No
EMP00453,24,Marketing,Marketing Specialist,4279,3,4,1,1,Yes,3,1,No,2,No,Yes
EMP00454,51,Engineering,DevOps Specialist,10127,3,2,1,1,No,4,4,No,2,Yes,Yes
EMP00455,36,Sales,Sales Executive,7799,11,2,3,4,Yes,3,1,No,3,Yes,No
EMP00456,35,R&D,Lab Technician,7442,10,1,3,2,Yes,4,2,No,1,No,Yes
EMP00457,55,R&D,R&D Director,10366,14,4,3,3,No,2,4,Yes,4,Yes,No
EMP00458,55,Engineering,QA Engineer,10022,6,2,4,4,Yes,1,2,No,2,No,Yes
EMP00459,45,Engineering,DevOps Specialist,8537,1,3,2,2,Yes,2,2,Yes,5,No,No
EMP00460,59,Sales,Sales Executive,10487,10,3,2,3,No,4,1,No,5,No,No
EMP00461,56,R&D,R&D Director,10984,13,3,1,3,Yes,2,4,No,2,No,No
EMP00462,28,HR,HR Specialist,4744,1,1,1,3,No,3,2,No,5,No,Yes
EMP00463,23,R&D,R&D Director,3440,2,2,4,4,No,2,1,No,3,No,No
EMP00464,42,Marketing,Brand Manager,8318,7,4,3,4,Yes,4,2,Yes,3,Yes,Yes
EMP00465,55,HR,HR Specialist,10635,13,4,1,4,No,4,3,No,5,No,Yes
EMP00466,54,R&D,Research Scientist,9754,7,4,3,2,No,2,4,No,1,No,No
EMP00467,48,HR,HR Specialist,10015,3,4,3,3,No,3,4,No,2,Yes,No
EMP00468,39,R&D,Research Scientist,6541,1,1,4,2,No,3,4,No,2,Yes,Yes
EMP00469,29,Sales,Sales Representative,5702,8,1,2,1,No,1,1,No,5,Yes,Yes
EMP00470,28,Engineering,Software Engineer,5600,6,1,4,2,No,4,2,No,3,Yes,No
EMP00471,38,Sales,Sales Representative,6322,5,3,1,1,No,3,4,No,1,Yes,Yes
EMP00472,24,Sales,Account Manager,4583,3,4,2,3,No,4,3,No,2,Yes,No
EMP00473,44,Engineering,Tech Lead,8281,2,1,2,4,No,1,1,Yes,5,No,Yes
EMP00474,45,R&D,R&D Director,8118,14,4,2,1,Yes,1,2,No,2,Yes,Yes
EMP00475,26,Sales,Sales Executive,5722,3,3,2,4,No,3,2,No,4,No,Yes
EMP00476,37,HR,HR Manager,7295,10,4,2,2,Yes,1,1,No,3,No,No
EMP00477,53,HR,HR Specialist,10849,13,4,3,4,No,2,1,No,3,Yes,No
EMP00478,23,R&D,Lab Technician,4648,2,4,1,2,No,2,1,No,3,Yes,Yes
EMP00479,43,Sales,Sales Executive,8557,12,1,1,1,No,1,1,No,1,Yes,Yes
EMP00480,32,R&D,R&D Director,6194,11,2,2,3,Yes,1,4,No,3,No,No
EMP00481,26,R&D,Research Scientist,4267,5,2,1,3,No,2,4,No,1,No,No
EMP00482,27,HR,HR Specialist,5252,6,2,4,3,No,1,1,No,1,No,No
EMP00483,48,Marketing,Marketing Specialist,10107,3,3,3,2,Yes,3,3,No,4,No,No
EMP00484,41,Engineering,QA Engineer,7891,13,2,1,2,Yes,4,2,Yes,5,Yes,No
EMP00485,22,Sales,Account Manager,3240,1,3,4,4,No,2,4,No,1,No,No
EMP00486,23,Engineering,DevOps Specialist,4053,2,1,2,1,No,4,4,No,5,No,No
EMP00487,26,HR,HR Manager,5787,5,2,4,1,No,4,4,No,3,No,No
EMP00488,26,Engineering,QA Engineer,5223,5,1,3,3,No,3,3,No,3,Yes,Yes
EMP00489,33,HR,HR Specialist,6532,9,2,3,3,Yes,3,3,No,5,Yes,No
EMP00490,59,Sales,Sales Representative,10954,5,3,1,1,No,2,2,No,3,Yes,No
EMP00491,34,Marketing,Brand Manager,5684,13,4,3,1,No,2,1,No,1,Yes,No
EMP00492,55,Engineering,Tech Lead,11193,14,2,1,4,No,2,1,No,3,Yes,No
EMP00493,39,R&D,R&D Director,7799,5,3,4,1,No,3,1,No,3,Yes,No
EMP00494,58,Sales,Sales Executive,11675,4,1,3,2,No,1,2,No,4,Yes,No
EMP00495,29,Marketing,Brand Manager,5743,8,2,4,3,No,3,1,Yes,5,No,No
EMP00496,32,R&D,Research Scientist,6128,1,4,4,1,No,4,2,No,4,No,No
EMP00497,39,Marketing,Marketing Specialist,7430,11,2,2,2,Yes,2,2,No,4,No,No
EMP00498,43,Sales,Sales Representative,7982,10,2,2,3,No,4,3,No,3,No,No
EMP00499,29,Sales,Sales Executive,6242,2,3,4,2,Yes,3,1,Yes,5,Yes,No
EMP00500,55,HR,HR Specialist,11419,1,1,2,1,No,3,2,No,3,Yes,Yes
EMP00501,29,HR,HR Manager,4836,8,1,1,3,No,4,4,No,3,Yes,No
EMP00502,24,Marketing,Marketing Specialist,5052,3,2,1,1,No,4,1,No,1,Yes,No
EMP00503,34,Marketing,Brand Manager,5701,13,4,3,2,No,2,2,Yes,4,No,No
EMP00504,30,Sales,Account Manager,5259,4,2,3,4,No,2,3,No,4,Yes,No
EMP00505,22,Sales,Sales Representative,3333,1,3,2,1,Yes,1,1,No,4,No,Yes
EMP00506,36,Sales,Sales Executive,7056,7,4,4,4,Yes,2,3,No,5,No,Yes
EMP00507,43,R&D,Lab Technician,8224,12,4,1,3,No,3,2,No,5,No,No
EMP00508,26,R&D,Research Scientist,5219,5,3,2,4,No,4,1,No,4,No,No
EMP00509,37,Engineering,DevOps Specialist,7092,15,1,3,2,Yes,4,1,No,4,No,Yes
EMP00510,30,Marketing,Brand Manager,5637,4,4,1,2,No,4,3,No,2,No,No
EMP00511,53,R&D,R&D Director,10455,8,1,1,3,No,1,2,No,5,No,No
EMP00512,40,HR,HR Specialist,8121,10,4,4,1,No,1,1,No,4,Yes,No
EMP00513,38,Marketing,Brand Manager,7361,5,2,3,4,Yes,1,3,No,1,No,Yes
EMP00514,23,HR,HR Manager,4127,2,4,4,3,No,3,1,No,4,No,No
EMP00515,26,R&D,Research Scientist,3985,5,2,2,3,No,4,3,No,2,No,No
EMP00516,32,HR,HR Manager,5800,11,2,1,1,Yes,4,4,No,1,No,No
EMP00517,27,Engineering,DevOps Specialist,5407,6,2,1,1,No,4,2,No,4,No,Yes
EMP00518,49,R&D,Research Scientist,9058,11,1,4,4,No,3,4,No,5,Yes,Yes
EMP00519,43,Marketing,Brand Manager,8079,11,1,4,4,No,1,3,No,2,Yes,No
EMP00520,53,HR,HR Manager,10666,13,4,4,4,Yes,1,3,No,5,No,No
EMP00521,27,Engineering,DevOps Specialist,5005,1,3,2,4,No,1,4,No,1,Yes,No
EMP00522,29,Engineering,Software Engineer,4430,8,3,4,2,No,1,1,Yes,4,No,No
EMP00523,27,R&D,Research Scientist,4638,6,3,3,4,No,4,2,No,5,No,No
EMP00524,59,Sales,Sales Representative,12230,6,4,3,2,No,1,1,No,1,Yes,No
EMP00525,57,Sales,Sales Executive,11278,9,2,3,2,No,2,2,No,3,No,No
EMP00526,49,Engineering,QA Engineer,9672,8,2,1,4,No,2,2,No,5,Yes,Yes
EMP00527,30,R&D,Lab Technician,4818,1,2,2,2,No,3,4,No,2,Yes,No
EMP00528,41,R&D,Research Scientist,8198,12,2,3,3,No,2,3,Yes,2,Yes,No
EMP00529,50,Sales,Sales Executive,10245,5,3,2,1,Yes,2,3,No,2,No,Yes
EMP00530,56,Marketing,Marketing Specialist,11799,9,2,2,4,Yes,3,2,No,2,Yes,Yes
EMP00531,50,Sales,Sales Representative,9062,1,2,1,2,No,3,1,Yes,5,Yes,Yes
EMP00532,23,HR,HR Specialist,4195,2,4,2,4,No,4,4,No,2,Yes,No
EMP00533,39,R&D,Lab Technician,6688,1,1,1,4,Yes,4,2,No,1,Yes,Yes
EMP00534,27,Engineering,QA Engineer,4193,6,2,4,2,No,4,1,Yes,1,No,No
EMP00535,48,R&D,Lab Technician,10138,9,3,2,2,No,4,2,No,5,Yes,No
EMP00536,51,Sales,Sales Executive,10004,15,3,4,3,No,3,3,Yes,2,Yes,No
EMP00537,42,HR,HR Specialist,8346,2,4,4,3,No,2,4,No,5,Yes,No
EMP00538,53,Marketing,Brand Manager,9958,8,1,1,3,Yes,2,2,Yes,3,Yes,Yes
EMP00539,26,HR,HR Manager,5487,5,1,3,3,No,4,3,No,3,Yes,No
EMP00540,57,Engineering,DevOps Specialist,10362,8,1,2,2,Yes,4,3,No,5,No,Yes
EMP00541,23,Engineering,Software Engineer,4046,2,1,1,1,No,3,4,Yes,5,No,No
EMP00542,50,Sales,Sales Executive,9222,9,2,2,3,Yes,3,1,No,5,No,Yes
EMP00543,44,Engineering,DevOps Specialist,8730,1,1,1,2,No,3,3,No,4,No,Yes
EMP00544,49,Marketing,Brand Manager,9641,6,3,4,2,Yes,2,2,No,4,No,No
EMP00545,46,Sales,Sales Representative,8197,5,4,1,3,No,4,4,No,5,Yes,Yes
EMP00546,52,R&D,Research Scientist,10916,10,2,1,4,No,2,1,Yes,1,No,No
EMP00547,31,Sales,Account Manager,4889,7,1,1,2,No,1,4,No,3,Yes,No
EMP00548,28,Engineering,Software Engineer,5324,6,3,4,4,No,3,1,No,1,Yes,Yes
EMP00549,41,HR,HR Specialist,8593,11,1,4,1,No,4,2,Yes,3,No,No
EMP00550,46,HR,HR Manager,9493,11,3,1,1,No,2,4,No,3,No,No
EMP00551,32,Engineering,DevOps Specialist,6134,11,1,4,3,Yes,1,4,No,2,No,No
EMP00552,31,Sales,Account Manager,6083,10,2,1,4,No,3,4,No,3,Yes,No
EMP00553,36,Marketing,Marketing Specialist,5995,1,1,1,3,Yes,2,4,Yes,2,Yes,No
EMP00554,47,Engineering,Software Engineer,8342,5,1,4,4,No,1,3,No,5,No,Yes
EMP00555,56,R&D,Research Scientist,11260,9,2,1,3,No,2,2,No,5,No,No
EMP00556,41,Marketing,Marketing Specialist,7647,6,1,1,2,No,1,3,No,5,No,No
EMP00557,45,Sales,Sales Executive,9425,8,2,1,3,No,3,4,No,4,Yes,No
EMP00558,47,HR,HR Manager,9718,7,3,2,1,No,1,2,No,1,Yes,No
EMP00559,28,HR,HR Specialist,4210,7,1,2,3,No,3,1,No,4,Yes,No
EMP00560,55,Engineering,DevOps Specialist,10493,9,4,4,2,No,4,4,No,5,No,No
EMP00561,55,Sales,Account Manager,11427,7,1,3,3,No,4,3,No,3,Yes,No
EMP00562,53,Sales,Sales Executive,11059,8,4,2,3,No,3,3,No,2,No,No
EMP00563,37,HR,HR Manager,7983,13,4,1,1,No,4,2,No,3,No,No
EMP00564,43,HR,HR Specialist,7994,3,2,4,4,Yes,2,1,Yes,2,Yes,No
EMP00565,37,Marketing,Marketing Specialist,7099,15,1,4,3,No,3,1,Yes,2,Yes,No
EMP00566,31,Sales,Sales Representative,6717,7,1,4,3,Yes,1,2,No,4,Yes,No
EMP00567,56,HR,HR Specialist,11623,14,2,2,2,No,4,2,Yes,1,No,No
EMP00568,43,Engineering,Tech Lead,8328,5,2,1,3,No,4,2,No,4,No,Yes
EMP00569,23,R&D,Lab Technician,3710,2,4,1,4,No,3,4,No,3,Yes,No
EMP00570,54,Marketing,Brand Manager,10714,10,3,2,3,No,1,3,No,5,No,No
EMP00571,37,Engineering,DevOps Specialist,7191,14,2,4,3,No,2,2,Yes,2,Yes,No
EMP00572,22,R&D,R&D Director,4401,1,1,3,4,No,3,1,No,2,Yes,No
EMP00573,23,Engineering,QA Engineer,4405,1,3,3,3,Yes,4,4,Yes,3,No,No
EMP00574,39,R&D,Research Scientist,6990,3,4,3,4,No,3,2,No,2,No,No
EMP00575,54,Sales,Sales Representative,10733,3,3,1,2,No,1,3,No,1,Yes,Yes
EMP00576,59,Engineering,DevOps Specialist,11250,3,3,2,3,Yes,3,4,No,2,Yes,No
EMP00577,24,Engineering,QA Engineer,4793,1,3,4,2,No,4,1,No,1,Yes,Yes
EMP00578,47,Marketing,Marketing Specialist,9476,8,2,3,1,No,4,1,No,3,No,Yes
EMP00579,51,Engineering,QA Engineer,9619,13,4,4,1,No,4,2,No,3,No,Yes
EMP00580,53,Marketing,Brand Manager,10693,12,2,1,2,No,3,1,No,1,No,No
EMP00581,52,R&D,Research Scientist,9329,8,1,3,1,No,2,3,No,2,Yes,No
EMP00582,32,Marketing,Marketing Specialist,6512,7,2,4,2,No,2,3,No,1,No,No
EMP00583,40,Sales,Sales Representative,7688,14,1,1,1,Yes,2,2,No,4,Yes,Yes
EMP00584,22,R&D,R&D Director,4367,1,3,1,4,No,2,1,No,4,No,No
EMP00585,58,R&D,R&D Director,12170,13,4,3,3,No,1,2,No,1,No,No
EMP00586,39,Sales,Sales Executive,7873,3,2,4,3,No,4,4,No,4,No,No
EMP00587,30,Marketing,Brand Manager,6444,9,3,3,2,No,3,1,No,2,Yes,No
EMP00588,28,HR,HR Manager,6119,7,3,4,3,No,4,2,No,2,Yes,No
EMP00589,27,R&D,Research Scientist,4236,2,3,1,1,Yes,2,4,No,5,Yes,Yes
EMP00590,33,R&D,R&D Director,6178,12,2,2,4,No,1,1,No,2,No,No
EMP00591,29,Engineering,QA Engineer,4913,3,1,1,1,Yes,4,1,No,2,Yes,Yes
